symbol,timeframe,date,direction,entry,stop_loss,take_profit,result,profit,r_multiple,exit_date,exit_price,position_size
ETHUSDT,1h,2025-09-05 19:00:00+00:00,bullish,4317.16,4256.03,4561.68,LOSS,-1048.45,-1.0,2025-09-06 16:00:00+00:00,4256.03,17.151099
ETHUSDT,1h,2025-09-23 09:00:00+00:00,bullish,4215.78,4114.39,4621.34,LOSS,-1037.96,-1.0,2025-09-24 04:00:00+00:00,4114.39,10.237323
ETHUSDT,1h,2025-09-24 06:00:00+00:00,bullish,4176.54,4073.74,4587.74,LOSS,-1027.58,-1.0,2025-09-25 02:00:00+00:00,4073.74,9.99594
ETHUSDT,1h,2025-09-29 20:00:00+00:00,bullish,4205.59,4082.25,4698.95,WIN,4069.23,4.0,2025-10-06 17:00:00+00:00,4698.95,8.247988
ETHUSDT,1h,2025-11-16 03:00:00+00:00,bullish,3204.8,3131.78,3496.88,LOSS,-1058.0,-1.0,2025-11-16 15:00:00+00:00,3131.78,14.489169
ETHUSDT,1h,2025-11-23 17:00:00+00:00,bearish,2798.04,2858.16,2557.56,LOSS,-1047.42,-1.0,2025-11-24 02:00:00+00:00,2858.16,17.422141
ETHUSDT,1h,2025-12-28 18:00:00+00:00,bearish,2940.2,2961.23,2856.08,LOSS,-1036.94,-1.0,2025-12-29 00:00:00+00:00,2961.23,49.307889
ETHUSDT,1h,2026-01-05 17:00:00+00:00,bullish,3205.0,3135.02,3484.92,LOSS,-1026.58,-1.0,2026-01-07 18:00:00+00:00,3135.02,14.669556
ETHUSDT,1h,2026-01-09 14:00:00+00:00,bearish,3067.44,3148.41,2743.56,LOSS,-1016.31,-1.0,2026-01-12 02:00:00+00:00,3148.41,12.551682
ETHUSDT,1h,2026-02-09 08:00:00+00:00,bearish,2055.01,2152.03,1666.93,LOSS,-1006.15,-1.0,2026-03-04 15:00:00+00:00,2152.03,10.370507
ETHUSDT,1h,2026-02-15 10:00:00+00:00,bearish,2055.92,2103.32,1866.32,WIN,3984.34,4.0,2026-02-23 01:00:00+00:00,1866.32,21.014454
ETHUSDT,1h,2026-03-08 19:00:00+00:00,bullish,1950.58,1925.06,2052.66,LOSS,-1035.93,-1.0,2026-03-08 22:00:00+00:00,1925.06,40.59281
ETHUSDT,1h,2026-03-21 17:00:00+00:00,bearish,2144.67,2168.27,2050.27,WIN,4102.28,4.0,2026-03-22 00:00:00+00:00,2050.27,43.456322
ETHUSDT,1h,2026-03-23 11:00:00+00:00,bullish,2059.16,2023.04,2203.64,LOSS,-1066.59,-1.0,2026-03-27 10:00:00+00:00,2023.04,29.529125
ETHUSDT,1h,2026-04-04 16:00:00+00:00,bullish,2062.02,2044.63,2131.58,LOSS,-1055.93,-1.0,2026-04-05 06:00:00+00:00,2044.63,60.720305
ETHUSDT,1h,2026-04-09 16:00:00+00:00,bullish,2225.0,2157.31,2495.76,LOSS,-1045.37,-1.0,2026-05-17 23:00:00+00:00,2157.31,15.443445
ETHUSDT,1h,2026-04-13 14:00:00+00:00,bullish,2215.62,2175.68,2375.38,WIN,4139.65,4.0,2026-04-13 23:00:00+00:00,2375.38,25.911695
ETHUSDT,1h,2026-04-14 11:00:00+00:00,bearish,2373.0,2396.03,2280.88,LOSS,-1076.31,-1.0,2026-04-14 14:00:00+00:00,2396.03,46.735111
ETHUSDT,1h,2026-04-23 22:00:00+00:00,bullish,2329.48,2285.42,2505.72,LOSS,-1065.55,-1.0,2026-04-27 15:00:00+00:00,2285.42,24.183988
ETHUSDT,1h,2026-05-09 14:00:00+00:00,bearish,2310.24,2325.33,2249.88,LOSS,-1054.89,-1.0,2026-05-09 17:00:00+00:00,2325.33,69.906627
ETHUSDT,1h,2026-05-09 17:00:00+00:00,bullish,2325.28,2300.0,2426.4,LOSS,-1044.34,-1.0,2026-05-12 01:00:00+00:00,2300.0,41.311001
ETHUSDT,1h,2026-05-17 04:00:00+00:00,bullish,2184.5,2167.98,2250.58,LOSS,-1033.9,-1.0,2026-05-17 23:00:00+00:00,2167.98,62.584667
ETHUSDT,1h,2026-05-21 06:00:00+00:00,bearish,2133.21,2157.5,2036.05,WIN,4094.24,4.0,2026-05-23 07:00:00+00:00,2036.05,42.13914
ETHUSDT,1h,2026-06-10 11:00:00+00:00,bullish,1629.99,1606.01,1725.91,LOSS,-1064.5,-1.0,2026-06-10 21:00:00+00:00,1606.01,44.391247
ETHUSDT,1h,2026-06-19 15:00:00+00:00,bullish,1711.59,1679.11,1841.51,OPEN,164.83,0.156,2026-06-21 22:00:00+00:00,1716.67,32.446339
SOLUSDT,1h,2025-06-26 05:00:00+00:00,bearish,144.97,148.0,132.85,LOSS,-1000.0,-1.0,2025-06-28 15:00:00+00:00,148.0,330.033003
SOLUSDT,1h,2025-07-06 12:00:00+00:00,bullish,148.03,146.78,153.03,WIN,3960.0,4.0,2025-07-06 16:00:00+00:00,153.03,792.0
SOLUSDT,1h,2025-07-22 19:00:00+00:00,bearish,200.78,204.99,183.94,LOSS,-1029.6,-1.0,2025-07-22 23:00:00+00:00,204.99,244.56057
SOLUSDT,1h,2025-08-05 04:00:00+00:00,bearish,167.57,169.97,157.97,LOSS,-1019.3,-1.0,2025-08-05 10:00:00+00:00,169.97,424.71
SOLUSDT,1h,2025-08-19 03:00:00+00:00,bearish,181.96,185.87,166.32,LOSS,-1009.11,-1.0,2025-08-20 17:00:00+00:00,185.87,258.084655
SOLUSDT,1h,2025-08-27 20:00:00+00:00,bearish,205.95,212.08,181.43,LOSS,-999.02,-1.0,2025-08-28 04:00:00+00:00,212.08,162.972251
SOLUSDT,1h,2025-09-21 06:00:00+00:00,bearish,240.16,241.82,233.52,WIN,3956.12,4.0,2025-09-22 00:00:00+00:00,233.52,595.801024
SOLUSDT,1h,2025-09-26 16:00:00+00:00,bullish,198.31,190.8,228.35,WIN,4114.36,4.0,2025-10-02 16:00:00+00:00,228.35,136.962836
SOLUSDT,1h,2025-10-03 16:00:00+00:00,bullish,234.98,227.13,266.38,LOSS,-1069.73,-1.0,2025-10-04 14:00:00+00:00,227.13,136.271911
SOLUSDT,1h,2025-10-19 11:00:00+00:00,bullish,189.96,183.19,217.04,LOSS,-1059.04,-1.0,2025-10-21 05:00:00+00:00,183.19,156.430901
SOLUSDT,1h,2025-10-24 15:00:00+00:00,bearish,189.49,194.6,169.05,LOSS,-1048.45,-1.0,2025-10-25 05:00:00+00:00,194.6,205.175499
SOLUSDT,1h,2025-11-07 01:00:00+00:00,bullish,157.14,153.45,171.9,LOSS,-1037.96,-1.0,2025-11-07 11:00:00+00:00,153.45,281.290596
SOLUSDT,1h,2025-11-08 06:00:00+00:00,bearish,161.03,164.89,145.59,LOSS,-1027.58,-1.0,2025-11-09 19:00:00+00:00,164.89,266.213135
SOLUSDT,1h,2025-12-09 16:00:00+00:00,bullish,138.5,131.62,166.02,LOSS,-1017.31,-1.0,2025-12-11 02:00:00+00:00,131.62,147.864375
SOLUSDT,1h,2025-12-17 17:00:00+00:00,bearish,123.8,133.99,83.04,LOSS,-1007.13,-1.0,2026-01-03 22:00:00+00:00,133.99,98.835505
SOLUSDT,1h,2025-12-23 11:00:00+00:00,bullish,124.88,123.77,129.32,LOSS,-997.06,-1.0,2025-12-23 13:00:00+00:00,123.77,898.254505
SOLUSDT,1h,2026-01-18 14:00:00+00:00,bullish,142.65,141.93,145.53,LOSS,-987.09,-1.0,2026-01-18 14:00:00+00:00,141.93,1370.960972
SOLUSDT,1h,2026-01-20 01:00:00+00:00,bullish,133.95,132.74,138.79,LOSS,-977.22,-1.0,2026-01-20 05:00:00+00:00,132.74,807.620661
SOLUSDT,1h,2026-01-24 18:00:00+00:00,bullish,127.29,126.64,129.89,LOSS,-967.45,-1.0,2026-01-25 03:00:00+00:00,126.64,1488.382769
SOLUSDT,1h,2026-02-09 07:00:00+00:00,bearish,85.75,89.08,72.43,LOSS,-957.77,-1.0,2026-02-15 04:00:00+00:00,89.08,287.61991
SOLUSDT,1h,2026-02-24 16:00:00+00:00,bullish,77.49,75.63,84.93,WIN,3792.79,4.0,2026-02-25 14:00:00+00:00,84.93,509.783118
SOLUSDT,1h,2026-03-11 17:00:00+00:00,bullish,87.4,84.36,99.56,LOSS,-986.12,-1.0,2026-03-27 10:00:00+00:00,84.36,324.383059
SOLUSDT,1h,2026-03-23 11:00:00+00:00,bullish,86.32,85.11,91.16,WIN,3905.05,4.0,2026-03-23 11:00:00+00:00,91.16,806.829174
SOLUSDT,1h,2026-04-05 15:00:00+00:00,bullish,79.48,78.52,83.32,LOSS,-1015.31,-1.0,2026-04-07 14:00:00+00:00,78.52,1057.618542
SOLUSDT,1h,2026-04-06 16:00:00+00:00,bearish,81.73,83.2,75.85,LOSS,-1005.16,-1.0,2026-04-07 21:00:00+00:00,83.2,683.782789
SOLUSDT,1h,2026-04-17 17:00:00+00:00,bearish,89.49,90.73,84.53,WIN,3980.44,4.0,2026-04-19 07:00:00+00:00,84.53,802.507339
SOLUSDT,1h,2026-04-21 17:00:00+00:00,bearish,85.17,86.38,80.33,LOSS,-1034.91,-1.0,2026-04-22 00:00:00+00:00,86.38,855.300413
SOLUSDT,1h,2026-04-21 18:00:00+00:00,bearish,84.73,86.89,76.09,LOSS,-1024.56,-1.0,2026-04-22 02:00:00+00:00,86.89,474.33537
SOLUSDT,1h,2026-04-23 22:00:00+00:00,bullish,86.01,84.48,92.13,LOSS,-1014.32,-1.0,2026-04-27 15:00:00+00:00,84.48,662.953464
SOLUSDT,1h,2026-04-25 00:00:00+00:00,bearish,86.1,86.94,82.74,LOSS,-1004.18,-1.0,2026-04-26 18:00:00+00:00,86.94,1195.447143
SOLUSDT,1h,2026-05-04 02:00:00+00:00,bullish,84.93,83.35,91.25,LOSS,-994.13,-1.0,2026-05-04 10:00:00+00:00,83.35,629.198608
SOLUSDT,1h,2026-05-11 16:00:00+00:00,bullish,96.8,94.3,106.8,LOSS,-984.19,-1.0,2026-05-12 15:00:00+00:00,94.3,393.677
SOLUSDT,1h,2026-05-21 10:00:00+00:00,bearish,86.46,87.27,83.22,LOSS,-974.35,-1.0,2026-05-21 17:00:00+00:00,87.27,1202.901975
SOLUSDT,1h,2026-06-18 00:00:00+00:00,bullish,72.13,70.83,77.33,LOSS,-964.61,-1.0,2026-06-18 05:00:00+00:00,70.83,742.005462
SOLUSDT,1h,2026-06-20 17:00:00+00:00,bearish,71.32,72.62,66.12,LOSS,-954.96,-1.0,2026-06-20 22:00:00+00:00,72.62,734.585385
SOLUSDT,1h,2026-06-21 12:00:00+00:00,bearish,73.07,74.4,67.75,LOSS,-945.41,-1.0,2026-06-21 16:00:00+00:00,74.4,710.835639
SOLUSDT,1h,2026-06-21 21:00:00+00:00,bearish,73.34,74.68,67.98,OPEN,146.68,0.157,2026-06-21 22:00:00+00:00,73.13,698.475597
